Time	(reaction_1).k1	(reaction_2).k1	(reaction_2).k2	A.ParticleNumber	B.ParticleNumber	C.ParticleNumber
0	95	19.221	0.988	1.61559e-027	9.53093	185.419
0	95	19.221	1.216	-1.61559e-027	11.5995	183.35
0	95	19.221	1.444	1.61559e-027	13.6224	181.328
0	95	19.221	1.672	1.61559e-027	15.6012	179.349
0	95	19.221	1.9	1.61559e-027	17.5373	177.413
0	95	19.221	2.128	3.23117e-027	19.432	175.518
0	95	19.221	2.356	0	21.2867	173.663
0	95	19.221	2.584	0	23.1025	171.847
0	95	19.221	2.812	-1.61559e-027	24.8808	170.069
0	95	19.221	3.04	0	26.6227	168.327


0	110	4.80525	0.76	1.61559e-027	26.6227	168.327
0	110	4.80525	0.988	8.07794e-028	33.2474	161.703
0	110	4.80525	1.216	-1.61559e-027	39.3704	155.58
0	110	4.80525	1.444	1.61559e-027	45.0467	149.903
0	110	4.80525	1.672	8.07794e-028	50.3233	144.627
0	110	4.80525	1.9	1.61559e-027	55.241	139.709
0	110	4.80525	2.128	0	59.8354	135.115
0	110	4.80525	2.356	-1.61559e-027	64.1372	130.813
0	110	4.80525	2.584	-2.42338e-027	68.1735	126.777
0	110	4.80525	2.812	-8.07794e-028	71.9682	122.982
0	110	4.80525	3.04	-8.07794e-028	75.5423	119.408

0	110	6.24682	0.76	8.07794e-028	21.1454	173.805
0	110	6.24682	0.988	8.07794e-028	26.6227	168.327
0	110	6.24682	1.216	-8.07794e-028	31.7653	163.185
0	110	6.24682	1.444	8.07794e-028	36.6031	158.347
0	110	6.24682	1.672	-2.42338e-027	41.1622	153.788
0	110	6.24682	1.9	1.61559e-027	45.4662	149.484
0	110	6.24682	2.128	2.42338e-027	49.5358	145.414
0	110	6.24682	2.356	-8.07794e-028	53.3897	141.56
0	110	6.24682	2.584	-8.07794e-028	57.0446	137.905
0	110	6.24682	2.812	0	60.5155	134.434
0	110	6.24682	3.04	8.07794e-028	63.816	131.134

0	110	7.6884	0.76	-3.23117e-027	17.5373	177.413
0	110	7.6884	0.988	1.61559e-027	22.1994	172.751
0	110	7.6884	1.216	-1.61559e-027	26.6227	168.327
0	110	7.6884	1.444	0	30.8252	164.125
0	110	7.6884	1.672	0	34.8229	160.127
0	110	7.6884	1.9	3.23117e-027	38.6305	156.319
0	110	7.6884	2.128	-2.42338e-027	42.2613	152.689
0	110	7.6884	2.356	0	45.7272	149.223
0	110	7.6884	2.584	-8.07794e-028	49.0393	145.911
0	110	7.6884	2.812	3.23117e-027	52.2075	142.743
0	110	7.6884	3.04	0	55.241	139.709

0	110	9.12997	0.76	0	14.981	179.969
0	110	9.12997	0.988	8.07794e-028	19.0365	175.914
0	110	9.12997	1.216	2.42338e-027	22.9132	172.037
0	110	9.12997	1.444	-1.61559e-027	26.6227	168.327
0	110	9.12997	1.672	-8.07794e-028	30.1756	164.774
0	110	9.12997	1.9	-8.07794e-028	33.5817	161.368
0	110	9.12997	2.128	8.07794e-028	36.8498	158.1
0	110	9.12997	2.356	-8.07794e-028	39.9881	154.962
0	110	9.12997	2.584	-1.61559e-027	43.0043	151.946
0	110	9.12997	2.812	0	45.9053	149.045
0	110	9.12997	3.04	0	48.6976	146.252

0	110	10.5715	0.76	-3.23117e-027	13.0752	181.875
0	110	10.5715	0.988	0	16.6625	178.288
0	110	10.5715	1.216	-1.61559e-027	20.111	174.839
0	110	10.5715	1.444	-2.42338e-027	23.4286	171.521
0	110	10.5715	1.672	-2.42338e-027	26.6227	168.327
0	110	10.5715	1.9	8.07794e-028	29.7	165.25
0	110	10.5715	2.128	-1.61559e-027	32.6668	162.283
0	110	10.5715	2.356	-8.07794e-028	35.5289	159.421
0	110	10.5715	2.584	1.61559e-027	38.2919	156.658
0	110	10.5715	2.812	-2.42338e-027	40.9607	153.989
0	110	10.5715	3.04	2.42338e-027	43.5401	151.41

0	110	12.0131	0.76	1.61559e-027	11.5995	183.35
0	110	12.0131	0.988	1.61559e-027	14.8149	180.135
0	110	12.0131	1.216	8.07794e-028	17.9195	177.031
0	110	12.0131	1.444	0	20.9189	174.031
0	110	12.0131	1.672	8.07794e-028	23.8183	171.132
0	110	12.0131	1.9	8.07794e-028	26.6227	168.327
0	110	12.0131	2.128	0	29.3367	165.613
0	110	12.0131	2.356	2.42338e-027	31.9645	162.985
0	110	12.0131	2.584	0	34.5103	160.44
0	110	12.0131	2.812	-3.23117e-027	36.9777	157.972
0	110	12.0131	3.04	0	39.3704	155.58

0	110	13.4547	0.76	-2.42338e-027	10.4232	184.527
0	110	13.4547	0.988	1.61559e-027	13.3362	181.614
0	110	13.4547	1.216	0	16.1587	178.791
0	110	13.4547	1.444	0	18.8948	176.055
0	110	13.4547	1.672	8.07794e-028	21.5484	173.402
0	110	13.4547	1.9	8.07794e-028	24.1232	170.827
0	110	13.4547	2.128	0	26.6227	168.327
0	110	13.4547	2.356	0	29.0501	165.9
0	110	13.4547	2.584	0	31.4085	163.542
0	110	13.4547	2.812	-1.61559e-027	33.7007	161.249
0	110	13.4547	3.04	-8.07794e-028	35.9296	159.02

0	110	14.8963	0.76	1.61559e-027	9.46343	185.487
0	110	14.8963	0.988	8.07794e-028	12.1259	182.824
0	110	14.8963	1.216	0	14.713	180.237
0	110	14.8963	1.444	0	17.2278	177.722
0	110	14.8963	1.672	8.07794e-028	19.6735	175.276
0	110	14.8963	1.9	-8.07794e-028	22.0528	172.897
0	110	14.8963	2.128	0	24.3684	170.582
0	110	14.8963	2.356	0	26.6227	168.327
0	110	14.8963	2.584	0	28.8182	166.132
0	110	14.8963	2.812	0	30.9572	163.993
0	110	14.8963	3.04	-8.07794e-028	33.0419	161.908

0	110	16.3379	0.76	-1.61559e-027	8.66553	186.284
0	110	16.3379	0.988	8.07794e-028	11.1169	183.833
0	110	16.3379	1.216	1.61559e-027	13.5047	181.445
0	110	16.3379	1.444	-1.61559e-027	15.8312	179.119
0	110	16.3379	1.672	2.42338e-027	18.0988	176.851
0	110	16.3379	1.9	-2.42338e-027	20.3097	174.64
0	110	16.3379	2.128	2.42338e-027	22.466	172.484
0	110	16.3379	2.356	8.07794e-028	24.5697	170.38
0	110	16.3379	2.584	-1.61559e-027	26.6227	168.327
0	110	16.3379	2.812	0	28.6268	166.323
0	110	16.3379	3.04	-8.07794e-028	30.5838	164.366

0	110	17.7794	0.76	0	7.99173	186.958
0	110	17.7794	0.988	-1.61559e-027	10.263	184.687
0	110	17.7794	1.216	0	12.4798	182.47
0	110	17.7794	1.444	8.07794e-028	14.644	180.306
0	110	17.7794	1.672	1.61559e-027	16.7575	178.193
0	110	17.7794	1.9	-8.07794e-028	18.8219	176.128
0	110	17.7794	2.128	0	20.8391	174.111
0	110	17.7794	2.356	-1.61559e-027	22.8107	172.139
0	110	17.7794	2.584	-2.42338e-027	24.738	170.212
0	110	17.7794	2.812	-1.61559e-027	26.6227	168.327
0	110	17.7794	3.04	2.42338e-027	28.4661	166.484

0	110	19.221	0.76	-8.07794e-028	7.41514	187.535
0	110	19.221	0.988	2.42338e-027	9.53093	185.419
0	110	19.221	1.216	1.61559e-027	11.5995	183.35
0	110	19.221	1.444	1.61559e-027	13.6224	181.328
0	110	19.221	1.672	2.42338e-027	15.6012	179.349
0	110	19.221	1.9	-8.07794e-028	17.5373	177.413
0	110	19.221	2.128	1.61559e-027	19.432	175.518
0	110	19.221	2.356	0	21.2867	173.663
0	110	19.221	2.584	-1.61559e-027	23.1025	171.847
0	110	19.221	2.812	-8.07794e-028	24.8808	170.069
0	110	19.221	3.04	-1.61559e-027	26.6227	168.327


0	125	4.80525	0.76	-1.61559e-027	26.6227	168.327
0	125	4.80525	0.988	-1.61559e-027	33.2474	161.703
0	125	4.80525	1.216	1.61559e-027	39.3704	155.58
0	125	4.80525	1.444	-3.23117e-027	45.0467	149.903
0	125	4.80525	1.672	0	50.3233	144.627
0	125	4.80525	1.9	-3.23117e-027	55.241	139.709
0	125	4.80525	2.128	3.23117e-027	59.8354	135.115
0	125	4.80525	2.356	-4.84676e-027	64.1372	130.813
0	125	4.80525	2.584	0	68.1735	126.777
0	125	4.80525	2.812	-1.61559e-027	71.9682	122.982
0	125	4.80525	3.04	0	75.5423	119.408

0	125	6.24682	0.76	1.61559e-027	21.1454	173.805
0	125	6.24682	0.988	-1.61559e-027	26.6227	168.327
0	125	6.24682	1.216	-1.61559e-027	31.7653	163.185
0	125	6.24682	1.444	-1.61559e-027	36.6031	158.347
0	125	6.24682	1.672	0	41.1622	153.788
0	125	6.24682	1.9	-3.23117e-027	45.4662	149.484
0	125	6.24682	2.128	-3.23117e-027	49.5358	145.414
0	125	6.24682	2.356	1.61559e-027	53.3897	141.56
0	125	6.24682	2.584	3.23117e-027	57.0446	137.905
0	125	6.24682	2.812	1.61559e-027	60.5155	134.434
0	125	6.24682	3.04	1.61559e-027	63.816	131.134

0	125	7.6884	0.76	0	17.5373	177.413
0	125	7.6884	0.988	0	22.1994	172.751
0	125	7.6884	1.216	3.23117e-027	26.6227	168.327
0	125	7.6884	1.444	1.61559e-027	30.8252	164.125
0	125	7.6884	1.672	-3.23117e-027	34.8229	160.127
0	125	7.6884	1.9	1.61559e-027	38.6305	156.319
0	125	7.6884	2.128	-3.23117e-027	42.2613	152.689
0	125	7.6884	2.356	-3.23117e-027	45.7272	149.223
0	125	7.6884	2.584	0	49.0393	145.911
0	125	7.6884	2.812	-3.23117e-027	52.2075	142.743
0	125	7.6884	3.04	-4.84676e-027	55.241	139.709

0	125	9.12997	0.76	1.61559e-027	14.981	179.969
0	125	9.12997	0.988	-3.23117e-027	19.0365	175.914
0	125	9.12997	1.216	-1.61559e-027	22.9132	172.037
0	125	9.12997	1.444	-3.23117e-027	26.6227	168.327
0	125	9.12997	1.672	1.61559e-027	30.1756	164.774
0	125	9.12997	1.9	-4.84676e-027	33.5817	161.368
0	125	9.12997	2.128	-3.23117e-027	36.8498	158.1
0	125	9.12997	2.356	-1.61559e-027	39.9881	154.962
0	125	9.12997	2.584	0	43.0043	151.946
0	125	9.12997	2.812	-3.23117e-027	45.9053	149.045
0	125	9.12997	3.04	-3.23117e-027	48.6976	146.252

0	125	10.5715	0.76	-1.61559e-027	13.0752	181.875
0	125	10.5715	0.988	-1.61559e-027	16.6625	178.288
0	125	10.5715	1.216	0	20.111	174.839
0	125	10.5715	1.444	-3.23117e-027	23.4286	171.521
0	125	10.5715	1.672	-1.61559e-027	26.6227	168.327
0	125	10.5715	1.9	3.23117e-027	29.7	165.25
0	125	10.5715	2.128	-3.23117e-027	32.6668	162.283
0	125	10.5715	2.356	0	35.5289	159.421
0	125	10.5715	2.584	3.23117e-027	38.2919	156.658
0	125	10.5715	2.812	-6.46235e-027	40.9607	153.989
0	125	10.5715	3.04	0	43.5401	151.41

0	125	12.0131	0.76	0	11.5995	183.35
0	125	12.0131	0.988	-1.61559e-027	14.8149	180.135
0	125	12.0131	1.216	3.23117e-027	17.9195	177.031
0	125	12.0131	1.444	-1.61559e-027	20.9189	174.031
0	125	12.0131	1.672	-3.23117e-027	23.8183	171.132
0	125	12.0131	1.9	1.61559e-027	26.6227	168.327
0	125	12.0131	2.128	-1.61559e-027	29.3367	165.613
0	125	12.0131	2.356	0	31.9645	162.985
0	125	12.0131	2.584	0	34.5103	160.44
0	125	12.0131	2.812	-1.61559e-027	36.9777	157.972
0	125	12.0131	3.04	3.23117e-027	39.3704	155.58

0	125	13.4547	0.76	-1.61559e-027	10.4232	184.527
0	125	13.4547	0.988	0	13.3362	181.614
0	125	13.4547	1.216	4.84676e-027	16.1587	178.791
0	125	13.4547	1.444	-1.61559e-027	18.8948	176.055
0	125	13.4547	1.672	1.61559e-027	21.5484	173.402
0	125	13.4547	1.9	-3.23117e-027	24.1232	170.827
0	125	13.4547	2.128	-1.61559e-027	26.6227	168.327
0	125	13.4547	2.356	0	29.0501	165.9
0	125	13.4547	2.584	1.61559e-027	31.4085	163.542
0	125	13.4547	2.812	0	33.7007	161.249
0	125	13.4547	3.04	0	35.9296	159.02

0	125	14.8963	0.76	0	9.46343	185.487
0	125	14.8963	0.988	0	12.1259	182.824
0	125	14.8963	1.216	-3.23117e-027	14.713	180.237
0	125	14.8963	1.444	-4.84676e-027	17.2278	177.722
0	125	14.8963	1.672	1.61559e-027	19.6735	175.276
0	125	14.8963	1.9	0	22.0528	172.897
0	125	14.8963	2.128	0	24.3684	170.582
0	125	14.8963	2.356	3.23117e-027	26.6227	168.327
0	125	14.8963	2.584	-1.61559e-027	28.8182	166.132
0	125	14.8963	2.812	4.84676e-027	30.9572	163.993
0	125	14.8963	3.04	-1.61559e-027	33.0419	161.908

0	125	16.3379	0.76	1.61559e-027	8.66553	186.284
0	125	16.3379	0.988	-4.84676e-027	11.1169	183.833
0	125	16.3379	1.216	1.61559e-027	13.5047	181.445
0	125	16.3379	1.444	1.61559e-027	15.8312	179.119
0	125	16.3379	1.672	0	18.0988	176.851
0	125	16.3379	1.9	0	20.3097	174.64
0	125	16.3379	2.128	0	22.466	172.484
0	125	16.3379	2.356	-1.61559e-027	24.5697	170.38
0	125	16.3379	2.584	0	26.6227	168.327
0	125	16.3379	2.812	-1.61559e-027	28.6268	166.323
0	125	16.3379	3.04	0	30.5838	164.366

0	125	17.7794	0.76	1.61559e-027	7.99173	186.958
0	125	17.7794	0.988	0	10.263	184.687
0	125	17.7794	1.216	0	12.4798	182.47
0	125	17.7794	1.444	0	14.644	180.306
0	125	17.7794	1.672	-1.61559e-027	16.7575	178.193
0	125	17.7794	1.9	-3.23117e-027	18.8219	176.128
0	125	17.7794	2.128	-1.61559e-027	20.8391	174.111
0	125	17.7794	2.356	0	22.8107	172.139
0	125	17.7794	2.584	-3.23117e-027	24.738	170.212
0	125	17.7794	2.812	1.61559e-027	26.6227	168.327
0	125	17.7794	3.04	-1.61559e-027	28.4661	166.484

0	125	19.221	0.76	1.61559e-027	7.41514	187.535
0	125	19.221	0.988	-1.61559e-027	9.53093	185.419
0	125	19.221	1.216	-1.61559e-027	11.5995	183.35
0	125	19.221	1.444	-1.61559e-027	13.6224	181.328
0	125	19.221	1.672	0	15.6012	179.349
0	125	19.221	1.9	0	17.5373	177.413
0	125	19.221	2.128	-1.61559e-027	19.432	175.518
0	125	19.221	2.356	-1.61559e-027	21.2867	173.663
0	125	19.221	2.584	1.61559e-027	23.1025	171.847
0	125	19.221	2.812	-4.84676e-027	24.8808	170.069
0	125	19.221	3.04	1.61559e-027	26.6227	168.327


0	140	4.80525	0.76	-1.61559e-027	26.6227	168.327
0	140	4.80525	0.988	-1.61559e-027	33.2474	161.703
0	140	4.80525	1.216	-1.61559e-027	39.3704	155.58
0	140	4.80525	1.444	-1.61559e-027	45.0467	149.903
0	140	4.80525	1.672	-3.23117e-027	50.3233	144.627
0	140	4.80525	1.9	0	55.241	139.709
0	140	4.80525	2.128	3.23117e-027	59.8354	135.115
0	140	4.80525	2.356	0	64.1372	130.813
0	140	4.80525	2.584	4.84676e-027	68.1735	126.777
0	140	4.80525	2.812	-1.61559e-027	71.9682	122.982
0	140	4.80525	3.04	-1.61559e-027	75.5423	119.408

0	140	6.24682	0.76	0	21.1454	173.805
0	140	6.24682	0.988	-3.23117e-027	26.6227	168.327
0	140	6.24682	1.216	-4.84676e-027	31.7653	163.185
0	140	6.24682	1.444	4.84676e-027	36.6031	158.347
0	140	6.24682	1.672	-1.61559e-027	41.1622	153.788
0	140	6.24682	1.9	-1.61559e-027	45.4662	149.484
0	140	6.24682	2.128	-1.61559e-027	49.5358	145.414
0	140	6.24682	2.356	0	53.3897	141.56
0	140	6.24682	2.584	-3.23117e-027	57.0446	137.905
0	140	6.24682	2.812	-1.61559e-027	60.5155	134.434
0	140	6.24682	3.04	-1.61559e-027	63.816	131.134

0	140	7.6884	0.76	1.61559e-027	17.5373	177.413
0	140	7.6884	0.988	-4.84676e-027	22.1994	172.751
0	140	7.6884	1.216	-3.23117e-027	26.6227	168.327
0	140	7.6884	1.444	-3.23117e-027	30.8252	164.125
0	140	7.6884	1.672	-1.61559e-027	34.8229	160.127
0	140	7.6884	1.9	0	38.6305	156.319
0	140	7.6884	2.128	-1.61559e-027	42.2613	152.689
0	140	7.6884	2.356	4.84676e-027	45.7272	149.223
0	140	7.6884	2.584	-4.84676e-027	49.0393	145.911
0	140	7.6884	2.812	-1.61559e-027	52.2075	142.743
0	140	7.6884	3.04	0	55.241	139.709

0	140	9.12997	0.76	0	14.981	179.969
0	140	9.12997	0.988	3.23117e-027	19.0365	175.914
0	140	9.12997	1.216	-1.61559e-027	22.9132	172.037
0	140	9.12997	1.444	-3.23117e-027	26.6227	168.327
0	140	9.12997	1.672	-1.61559e-027	30.1756	164.774
0	140	9.12997	1.9	-4.84676e-027	33.5817	161.368
0	140	9.12997	2.128	-1.61559e-027	36.8498	158.1
0	140	9.12997	2.356	1.61559e-027	39.9881	154.962
0	140	9.12997	2.584	-3.23117e-027	43.0043	151.946
0	140	9.12997	2.812	0	45.9053	149.045
0	140	9.12997	3.04	-1.61559e-027	48.6976	146.252

0	140	10.5715	0.76	-1.61559e-027	13.0752	181.875
0	140	10.5715	0.988	1.61559e-027	16.6625	178.288
0	140	10.5715	1.216	0	20.111	174.839
0	140	10.5715	1.444	0	23.4286	171.521
0	140	10.5715	1.672	3.23117e-027	26.6227	168.327
0	140	10.5715	1.9	-1.61559e-027	29.7	165.25
0	140	10.5715	2.128	0	32.6668	162.283
0	140	10.5715	2.356	6.46235e-027	35.5289	159.421
0	140	10.5715	2.584	0	38.2919	156.658
0	140	10.5715	2.812	-4.84676e-027	40.9607	153.989
0	140	10.5715	3.04	-3.23117e-027	43.5401	151.41

0	140	12.0131	0.76	0	11.5995	183.35
0	140	12.0131	0.988	3.23117e-027	14.8149	180.135
0	140	12.0131	1.216	1.61559e-027	17.9195	177.031
0	140	12.0131	1.444	4.84676e-027	20.9189	174.031
0	140	12.0131	1.672	-1.61559e-027	23.8183	171.132
0	140	12.0131	1.9	0	26.6227	168.327
0	140	12.0131	2.128	0	29.3367	165.613
0	140	12.0131	2.356	1.61559e-027	31.9645	162.985
0	140	12.0131	2.584	-3.23117e-027	34.5103	160.44
0	140	12.0131	2.812	-1.61559e-027	36.9777	157.972
0	140	12.0131	3.04	0	39.3704	155.58

0	140	13.4547	0.76	4.84676e-027	10.4232	184.527
0	140	13.4547	0.988	3.23117e-027	13.3362	181.614
0	140	13.4547	1.216	-1.61559e-027	16.1587	178.791
0	140	13.4547	1.444	0	18.8948	176.055
0	140	13.4547	1.672	1.61559e-027	21.5484	173.402
0	140	13.4547	1.9	0	24.1232	170.827
0	140	13.4547	2.128	1.61559e-027	26.6227	168.327
0	140	13.4547	2.356	3.23117e-027	29.0501	165.9
0	140	13.4547	2.584	-3.23117e-027	31.4085	163.542
0	140	13.4547	2.812	0	33.7007	161.249
0	140	13.4547	3.04	1.61559e-027	35.9296	159.02

0	140	14.8963	0.76	1.61559e-027	9.46343	185.487
0	140	14.8963	0.988	-3.23117e-027	12.1259	182.824
0	140	14.8963	1.216	-3.23117e-027	14.713	180.237
0	140	14.8963	1.444	3.23117e-027	17.2278	177.722
0	140	14.8963	1.672	-1.61559e-027	19.6735	175.276
0	140	14.8963	1.9	-1.61559e-027	22.0528	172.897
0	140	14.8963	2.128	-1.61559e-027	24.3684	170.582
0	140	14.8963	2.356	0	26.6227	168.327
0	140	14.8963	2.584	-3.23117e-027	28.8182	166.132
0	140	14.8963	2.812	-1.61559e-027	30.9572	163.993
0	140	14.8963	3.04	-1.61559e-027	33.0419	161.908

0	140	16.3379	0.76	1.61559e-027	8.66553	186.284
0	140	16.3379	0.988	3.23117e-027	11.1169	183.833
0	140	16.3379	1.216	-3.23117e-027	13.5047	181.445
0	140	16.3379	1.444	-1.61559e-027	15.8312	179.119
0	140	16.3379	1.672	-4.84676e-027	18.0988	176.851
0	140	16.3379	1.9	0	20.3097	174.64
0	140	16.3379	2.128	1.61559e-027	22.466	172.484
0	140	16.3379	2.356	1.61559e-027	24.5697	170.38
0	140	16.3379	2.584	0	26.6227	168.327
0	140	16.3379	2.812	-1.61559e-027	28.6268	166.323
0	140	16.3379	3.04	-1.61559e-027	30.5838	164.366

0	140	17.7794	0.76	3.23117e-027	7.99173	186.958
0	140	17.7794	0.988	-1.61559e-027	10.263	184.687
0	140	17.7794	1.216	-3.23117e-027	12.4798	182.47
0	140	17.7794	1.444	3.23117e-027	14.644	180.306
0	140	17.7794	1.672	-3.23117e-027	16.7575	178.193
0	140	17.7794	1.9	1.61559e-027	18.8219	176.128
0	140	17.7794	2.128	-3.23117e-027	20.8391	174.111
0	140	17.7794	2.356	0	22.8107	172.139
0	140	17.7794	2.584	1.61559e-027	24.738	170.212
0	140	17.7794	2.812	3.23117e-027	26.6227	168.327
0	140	17.7794	3.04	0	28.4661	166.484

0	140	19.221	0.76	-1.61559e-027	7.41514	187.535
0	140	19.221	0.988	0	9.53093	185.419
0	140	19.221	1.216	0	11.5995	183.35
0	140	19.221	1.444	3.23117e-027	13.6224	181.328
0	140	19.221	1.672	-4.84676e-027	15.6012	179.349
0	140	19.221	1.9	0	17.5373	177.413
0	140	19.221	2.128	0	19.432	175.518
0	140	19.221	2.356	3.23117e-027	21.2867	173.663
0	140	19.221	2.584	0	23.1025	171.847
0	140	19.221	2.812	-3.23117e-027	24.8808	170.069
0	140	19.221	3.04	-4.84676e-027	26.6227	168.327


0	155	4.80525	0.76	0	26.6227	168.327
0	155	4.80525	0.988	0	33.2474	161.703
0	155	4.80525	1.216	0	39.3704	155.58
0	155	4.80525	1.444	0	45.0467	149.903
0	155	4.80525	1.672	-8.07794e-028	50.3233	144.627
0	155	4.80525	1.9	0	55.241	139.709
0	155	4.80525	2.128	0	59.8354	135.115
0	155	4.80525	2.356	0	64.1372	130.813
0	155	4.80525	2.584	0	68.1735	126.777
0	155	4.80525	2.812	8.07794e-028	71.9682	122.982
0	155	4.80525	3.04	-8.07794e-028	75.5423	119.408

0	155	6.24682	0.76	-1.61559e-027	21.1454	173.805
0	155	6.24682	0.988	0	26.6227	168.327
0	155	6.24682	1.216	0	31.7653	163.185
0	155	6.24682	1.444	0	36.6031	158.347
0	155	6.24682	1.672	0	41.1622	153.788
0	155	6.24682	1.9	0	45.4662	149.484
0	155	6.24682	2.128	0	49.5358	145.414
0	155	6.24682	2.356	-8.07794e-028	53.3897	141.56
0	155	6.24682	2.584	8.07794e-028	57.0446	137.905
0	155	6.24682	2.812	8.07794e-028	60.5155	134.434
0	155	6.24682	3.04	0	63.816	131.134

0	155	7.6884	0.76	1.61559e-027	17.5373	177.413
0	155	7.6884	0.988	-8.07794e-028	22.1994	172.751
0	155	7.6884	1.216	0	26.6227	168.327
0	155	7.6884	1.444	0	30.8252	164.125
0	155	7.6884	1.672	8.07794e-028	34.8229	160.127
0	155	7.6884	1.9	-2.42338e-027	38.6305	156.319
0	155	7.6884	2.128	8.07794e-028	42.2613	152.689
0	155	7.6884	2.356	1.61559e-027	45.7272	149.223
0	155	7.6884	2.584	-8.07794e-028	49.0393	145.911
0	155	7.6884	2.812	-8.07794e-028	52.2075	142.743
0	155	7.6884	3.04	-3.23117e-027	55.241	139.709

0	155	9.12997	0.76	0	14.981	179.969
0	155	9.12997	0.988	-8.07794e-028	19.0365	175.914
0	155	9.12997	1.216	-4.03897e-028	22.9132	172.037
0	155	9.12997	1.444	0	26.6227	168.327
0	155	9.12997	1.672	0	30.1756	164.774
0	155	9.12997	1.9	-8.07794e-028	33.5817	161.368
0	155	9.12997	2.128	-8.07794e-028	36.8498	158.1
0	155	9.12997	2.356	8.07794e-028	39.9881	154.962
0	155	9.12997	2.584	-8.07794e-028	43.0043	151.946
0	155	9.12997	2.812	-8.07794e-028	45.9053	149.045
0	155	9.12997	3.04	8.07794e-028	48.6976	146.252

0	155	10.5715	0.76	-8.07794e-028	13.0752	181.875
0	155	10.5715	0.988	-8.07794e-028	16.6625	178.288
0	155	10.5715	1.216	-4.03897e-028	20.111	174.839
0	155	10.5715	1.444	-8.07794e-028	23.4286	171.521
0	155	10.5715	1.672	0	26.6227	168.327
0	155	10.5715	1.9	0	29.7	165.25
0	155	10.5715	2.128	0	32.6668	162.283
0	155	10.5715	2.356	8.07794e-028	35.5289	159.421
0	155	10.5715	2.584	1.61559e-027	38.2919	156.658
0	155	10.5715	2.812	8.07794e-028	40.9607	153.989
0	155	10.5715	3.04	8.07794e-028	43.5401	151.41

0	155	12.0131	0.76	0	11.5995	183.35
0	155	12.0131	0.988	-1.61559e-027	14.8149	180.135
0	155	12.0131	1.216	4.03897e-028	17.9195	177.031
0	155	12.0131	1.444	4.03897e-028	20.9189	174.031
0	155	12.0131	1.672	0	23.8183	171.132
0	155	12.0131	1.9	8.07794e-028	26.6227	168.327
0	155	12.0131	2.128	0	29.3367	165.613
0	155	12.0131	2.356	-8.07794e-028	31.9645	162.985
0	155	12.0131	2.584	0	34.5103	160.44
0	155	12.0131	2.812	0	36.9777	157.972
0	155	12.0131	3.04	2.42338e-027	39.3704	155.58

0	155	13.4547	0.76	0	10.4232	184.527
0	155	13.4547	0.988	8.07794e-028	13.3362	181.614
0	155	13.4547	1.216	8.07794e-028	16.1587	178.791
0	155	13.4547	1.444	-8.07794e-028	18.8948	176.055
0	155	13.4547	1.672	0	21.5484	173.402
0	155	13.4547	1.9	-1.61559e-027	24.1232	170.827
0	155	13.4547	2.128	8.07794e-028	26.6227	168.327
0	155	13.4547	2.356	0	29.0501	165.9
0	155	13.4547	2.584	-8.07794e-028	31.4085	163.542
0	155	13.4547	2.812	0	33.7007	161.249
0	155	13.4547	3.04	8.07794e-028	35.9296	159.02

0	155	14.8963	0.76	-1.61559e-027	9.46343	185.487
0	155	14.8963	0.988	-8.07794e-028	12.1259	182.824
0	155	14.8963	1.216	0	14.713	180.237
0	155	14.8963	1.444	4.03897e-028	17.2278	177.722
0	155	14.8963	1.672	0	19.6735	175.276
0	155	14.8963	1.9	8.07794e-028	22.0528	172.897
0	155	14.8963	2.128	0	24.3684	170.582
0	155	14.8963	2.356	1.61559e-027	26.6227	168.327
0	155	14.8963	2.584	4.03897e-028	28.8182	166.132
0	155	14.8963	2.812	1.61559e-027	30.9572	163.993
0	155	14.8963	3.04	-8.07794e-028	33.0419	161.908

0	155	16.3379	0.76	-8.07794e-028	8.66553	186.284
0	155	16.3379	0.988	-8.07794e-028	11.1169	183.833
0	155	16.3379	1.216	8.07794e-028	13.5047	181.445
0	155	16.3379	1.444	8.07794e-028	15.8312	179.119
0	155	16.3379	1.672	-2.42338e-027	18.0988	176.851
0	155	16.3379	1.9	8.07794e-028	20.3097	174.64
0	155	16.3379	2.128	8.07794e-028	22.466	172.484
0	155	16.3379	2.356	0	24.5697	170.38
0	155	16.3379	2.584	-8.07794e-028	26.6227	168.327
0	155	16.3379	2.812	1.61559e-027	28.6268	166.323
0	155	16.3379	3.04	4.03897e-028	30.5838	164.366

0	155	17.7794	0.76	1.61559e-027	7.99173	186.958
0	155	17.7794	0.988	8.07794e-028	10.263	184.687
0	155	17.7794	1.216	8.07794e-028	12.4798	182.47
0	155	17.7794	1.444	8.07794e-028	14.644	180.306
0	155	17.7794	1.672	0	16.7575	178.193
0	155	17.7794	1.9	-8.07794e-028	18.8219	176.128
0	155	17.7794	2.128	8.07794e-028	20.8391	174.111
0	155	17.7794	2.356	0	22.8107	172.139
0	155	17.7794	2.584	-8.07794e-028	24.738	170.212
0	155	17.7794	2.812	8.07794e-028	26.6227	168.327
0	155	17.7794	3.04	-8.07794e-028	28.4661	166.484

0	155	19.221	0.76	-8.07794e-028	7.41514	187.535
0	155	19.221	0.988	0	9.53093	185.419
0	155	19.221	1.216	4.03897e-028	11.5995	183.35
